household_type,income_group,year,market_income,social_insurance_benefits,inc_before_transfers_taxes,means_tested_transfers,federal_taxes,inc_after_transfers_taxes
nonelderly_childless_hh,middle_quintile,1995,47900.0,2700.0,50600.0,800.0,10300.0,41000.0
nonelderly_childless_hh,middle_quintile,1996,48900.0,2800.0,51600.0,800.0,10600.0,41800.0
nonelderly_childless_hh,middle_quintile,1997,50100.0,2400.0,52600.0,700.0,10900.0,42400.0
nonelderly_childless_hh,middle_quintile,1998,51900.0,2500.0,54400.0,800.0,11100.0,44100.0
nonelderly_childless_hh,middle_quintile,1999,53200.0,2600.0,55800.0,900.0,11400.0,45300.0
nonelderly_childless_hh,middle_quintile,2000,54000.0,2700.0,56700.0,900.0,11500.0,46200.0
nonelderly_childless_hh,middle_quintile,2001,53300.0,3100.0,56300.0,1000.0,10500.0,46900.0
nonelderly_childless_hh,middle_quintile,2002,52100.0,3600.0,55600.0,1100.0,10100.0,46700.0
nonelderly_childless_hh,middle_quintile,2003,51600.0,3900.0,55600.0,1300.0,9700.0,47100.0
nonelderly_childless_hh,middle_quintile,2004,53200.0,3600.0,56800.0,1400.0,10100.0,48200.0
nonelderly_childless_hh,middle_quintile,2005,54000.0,3900.0,57900.0,1600.0,10300.0,49100.0
nonelderly_childless_hh,middle_quintile,2006,55000.0,3800.0,58800.0,1400.0,10600.0,49500.0
nonelderly_childless_hh,middle_quintile,2007,57300.0,4100.0,61400.0,1500.0,11000.0,52000.0
nonelderly_childless_hh,middle_quintile,2008,55000.0,4400.0,59400.0,1600.0,9100.0,51900.0
nonelderly_childless_hh,middle_quintile,2009,52900.0,5800.0,58700.0,1800.0,8600.0,51900.0
nonelderly_childless_hh,middle_quintile,2010,52200.0,6700.0,58800.0,1800.0,8800.0,51800.0
nonelderly_childless_hh,middle_quintile,2011,52300.0,5600.0,57900.0,2000.0,8600.0,51300.0
nonelderly_childless_hh,middle_quintile,2012,52800.0,5400.0,58100.0,2100.0,8900.0,51300.0
nonelderly_childless_hh,middle_quintile,2013,54200.0,5000.0,59300.0,1900.0,10000.0,51200.0
nonelderly_childless_hh,middle_quintile,2014,54900.0,4900.0,59800.0,2500.0,10200.0,52000.0
nonelderly_childless_hh,fourth_quintile,1979,62100.0,1600.0,63700.0,200.0,14600.0,49300.0
nonelderly_childless_hh,fourth_quintile,1980,61000.0,1800.0,62900.0,200.0,14500.0,48500.0
nonelderly_childless_hh,fourth_quintile,1981,61800.0,1800.0,63600.0,200.0,15200.0,48600.0
nonelderly_childless_hh,fourth_quintile,1982,61700.0,2000.0,63700.0,100.0,14300.0,49600.0
nonelderly_childless_hh,fourth_quintile,1983,62100.0,1900.0,64000.0,200.0,14000.0,50100.0
nonelderly_childless_hh,fourth_quintile,1984,65600.0,1800.0,67400.0,200.0,14700.0,52800.0
nonelderly_childless_hh,fourth_quintile,1985,66000.0,1500.0,67500.0,200.0,15100.0,52600.0
nonelderly_childless_hh,fourth_quintile,1986,68400.0,1800.0,70100.0,200.0,15900.0,54400.0
nonelderly_childless_hh,fourth_quintile,1987,69100.0,1600.0,70700.0,200.0,15600.0,55300.0
nonelderly_childless_hh,fourth_quintile,1988,70000.0,1600.0,71600.0,200.0,16200.0,55600.0
nonelderly_childless_hh,fourth_quintile,1989,70700.0,1600.0,72300.0,200.0,16300.0,56200.0
nonelderly_childless_hh,fourth_quintile,1990,69700.0,2000.0,71600.0,300.0,16200.0,55700.0
nonelderly_childless_hh,fourth_quintile,1991,69300.0,2100.0,71400.0,300.0,16000.0,55700.0
nonelderly_childless_hh,fourth_quintile,1992,69500.0,2400.0,71900.0,400.0,15900.0,56300.0
nonelderly_childless_hh,fourth_quintile,1993,70000.0,2400.0,72300.0,400.0,16000.0,56700.0
nonelderly_childless_hh,fourth_quintile,1994,70900.0,2000.0,72900.0,400.0,16300.0,57000.0
nonelderly_childless_hh,fourth_quintile,1995,72500.0,2000.0,74500.0,400.0,16800.0,58000.0
nonelderly_childless_hh,fourth_quintile,1996,74700.0,1900.0,76600.0,400.0,17400.0,59600.0
nonelderly_childless_hh,fourth_quintile,1997,76500.0,1900.0,78400.0,400.0,17900.0,61000.0
nonelderly_childless_hh,fourth_quintile,1998,79500.0,1900.0,81400.0,500.0,18500.0,63400.0
nonelderly_childless_hh,fourth_quintile,1999,81600.0,1900.0,83600.0,500.0,19000.0,65100.0
nonelderly_childless_hh,fourth_quintile,2000,83100.0,1900.0,85000.0,500.0,19200.0,66400.0
nonelderly_childless_hh,fourth_quintile,2001,82200.0,2100.0,84300.0,600.0,17900.0,66900.0
nonelderly_childless_hh,fourth_quintile,2002,80300.0,2800.0,83100.0,700.0,17100.0,66700.0
nonelderly_childless_hh,fourth_quintile,2003,80900.0,2600.0,83500.0,700.0,16900.0,67300.0
nonelderly_childless_hh,fourth_quintile,2004,84200.0,2700.0,86900.0,800.0,17600.0,70000.0
nonelderly_childless_hh,fourth_quintile,2005,85100.0,2700.0,87800.0,800.0,18000.0,70500.0
nonelderly_childless_hh,fourth_quintile,2006,87400.0,2800.0,90300.0,800.0,18600.0,72500.0
nonelderly_childless_hh,fourth_quintile,2007,90000.0,2900.0,92900.0,800.0,19000.0,74700.0
nonelderly_childless_hh,fourth_quintile,2008,87700.0,3200.0,90900.0,900.0,16700.0,75100.0
nonelderly_childless_hh,fourth_quintile,2009,84700.0,4300.0,88900.0,1000.0,16000.0,73900.0
nonelderly_childless_hh,fourth_quintile,2010,84800.0,4300.0,89100.0,1000.0,16500.0,73600.0
nonelderly_childless_hh,fourth_quintile,2011,84800.0,3900.0,88700.0,1000.0,16100.0,73600.0
nonelderly_childless_hh,fourth_quintile,2012,85900.0,3600.0,89400.0,1000.0,16500.0,73900.0
nonelderly_childless_hh,fourth_quintile,2013,88200.0,3500.0,91700.0,1000.0,18600.0,74200.0
nonelderly_childless_hh,fourth_quintile,2014,90500.0,3300.0,93800.0,1400.0,19200.0,75900.0
nonelderly_childless_hh,highest_quintile,1979,124900.0,1100.0,126000.0,100.0,34800.0,91300.0
nonelderly_childless_hh,highest_quintile,1980,122300.0,1400.0,123600.0,100.0,34200.0,89500.0
nonelderly_childless_hh,highest_quintile,1981,122700.0,1300.0,124000.0,100.0,34300.0,89800.0
nonelderly_childless_hh,highest_quintile,1982,124800.0,1600.0,126400.0,100.0,32100.0,94400.0
nonelderly_childless_hh,highest_quintile,1983,128500.0,1500.0,130000.0,100.0,32000.0,98100.0
nonelderly_childless_hh,highest_quintile,1984,138600.0,1500.0,140000.0,100.0,34300.0,105900.0
nonelderly_childless_hh,highest_quintile,1985,141000.0,1500.0,142500.0,100.0,35100.0,107400.0
nonelderly_childless_hh,highest_quintile,1986,153200.0,1500.0,154700.0,100.0,37900.0,116900.0
nonelderly_childless_hh,highest_quintile,1987,148100.0,1200.0,149400.0,100.0,39200.0,110300.0
nonelderly_childless_hh,highest_quintile,1988,160800.0,1300.0,162200.0,100.0,42200.0,120000.0
nonelderly_childless_hh,highest_quintile,1989,159000.0,1400.0,160400.0,100.0,41400.0,119200.0
nonelderly_childless_hh,highest_quintile,1990,159200.0,1500.0,160700.0,200.0,41500.0,119400.0
nonelderly_childless_hh,highest_quintile,1991,153400.0,1600.0,155000.0,100.0,40400.0,114700.0
nonelderly_childless_hh,highest_quintile,1992,160300.0,1600.0,161900.0,200.0,42500.0,119600.0
nonelderly_childless_hh,highest_quintile,1993,158300.0,1600.0,159900.0,200.0,43500.0,116700.0
nonelderly_childless_hh,highest_quintile,1994,161300.0,1700.0,163000.0,300.0,45100.0,118100.0
nonelderly_childless_hh,highest_quintile,1995,167300.0,1500.0,168800.0,200.0,47200.0,121800.0
nonelderly_childless_hh,highest_quintile,1996,176200.0,1700.0,177900.0,200.0,50100.0,128000.0
nonelderly_childless_hh,highest_quintile,1997,187800.0,1700.0,189500.0,300.0,53600.0,136200.0
nonelderly_childless_hh,highest_quintile,1998,199000.0,1600.0,200600.0,300.0,56200.0,144700.0
nonelderly_childless_hh,highest_quintile,1999,209200.0,1500.0,210800.0,300.0,59600.0,151500.0
nonelderly_childless_hh,highest_quintile,2000,218700.0,1600.0,220300.0,300.0,62300.0,158300.0
nonelderly_childless_hh,highest_quintile,2001,199700.0,1700.0,201400.0,300.0,54600.0,147100.0
nonelderly_childless_hh,highest_quintile,2002,188900.0,2000.0,190900.0,400.0,50200.0,141100.0
nonelderly_childless_hh,highest_quintile,2003,193700.0,1900.0,195600.0,400.0,49200.0,146800.0
nonelderly_childless_hh,highest_quintile,2004,208800.0,1900.0,210700.0,400.0,53500.0,157600.0
nonelderly_childless_hh,highest_quintile,2005,230700.0,1900.0,232600.0,500.0,60100.0,173000.0
nonelderly_childless_hh,highest_quintile,2006,234200.0,2200.0,236400.0,500.0,61000.0,175900.0
nonelderly_childless_hh,highest_quintile,2007,238500.0,1900.0,240300.0,500.0,60500.0,180300.0
nonelderly_childless_hh,highest_quintile,2008,221900.0,2000.0,223900.0,500.0,54200.0,170200.0
nonelderly_childless_hh,highest_quintile,2009,204800.0,2700.0,207400.0,500.0,49400.0,158500.0
nonelderly_childless_hh,highest_quintile,2010,210100.0,2800.0,212900.0,500.0,52000.0,161400.0
nonelderly_childless_hh,highest_quintile,2011,213400.0,2700.0,216100.0,500.0,51500.0,165100.0
nonelderly_childless_hh,highest_quintile,2012,226800.0,2600.0,229400.0,600.0,55700.0,174300.0
nonelderly_childless_hh,highest_quintile,2013,222200.0,2300.0,224500.0,600.0,59400.0,165600.0
nonelderly_childless_hh,highest_quintile,2014,233200.0,2300.0,235500.0,800.0,63300.0,173000.0
nonelderly_childless_hh,percentiles_81_90,1979,86100.0,1200.0,87300.0,100.0,21700.0,65700.0
nonelderly_childless_hh,percentiles_81_90,1980,84100.0,1600.0,85700.0,100.0,21600.0,64100.0
nonelderly_childless_hh,percentiles_81_90,1981,85100.0,1500.0,86600.0,100.0,22500.0,64300.0
nonelderly_childless_hh,percentiles_81_90,1982,85700.0,1800.0,87400.0,100.0,21200.0,66300.0
nonelderly_childless_hh,percentiles_81_90,1983,87000.0,1600.0,88600.0,100.0,20900.0,67800.0
nonelderly_childless_hh,percentiles_81_90,1984,92900.0,1400.0,94300.0,100.0,22300.0,72100.0
nonelderly_childless_hh,percentiles_81_90,1985,91600.0,1500.0,93200.0,100.0,22200.0,71100.0
nonelderly_childless_hh,percentiles_81_90,1986,96100.0,1500.0,97600.0,100.0,23500.0,74300.0
nonelderly_childless_hh,percentiles_81_90,1987,97600.0,1300.0,98900.0,100.0,23800.0,75200.0
nonelderly_childless_hh,percentiles_81_90,1988,98200.0,1500.0,99700.0,100.0,24300.0,75500.0
nonelderly_childless_hh,percentiles_81_90,1989,100600.0,1500.0,102100.0,100.0,24800.0,77400.0
nonelderly_childless_hh,percentiles_81_90,1990,98900.0,1600.0,100500.0,200.0,24400.0,76200.0
nonelderly_childless_hh,percentiles_81_90,1991,96800.0,1800.0,98600.0,200.0,23800.0,75000.0
nonelderly_childless_hh,percentiles_81_90,1992,97500.0,1800.0,99300.0,200.0,23900.0,75500.0
nonelderly_childless_hh,percentiles_81_90,1993,98600.0,1700.0,100300.0,200.0,24200.0,76300.0
nonelderly_childless_hh,percentiles_81_90,1994,101000.0,1500.0,102500.0,300.0,25000.0,77800.0
nonelderly_childless_hh,percentiles_81_90,1995,103200.0,1700.0,104900.0,300.0,25700.0,79500.0
nonelderly_childless_hh,percentiles_81_90,1996,106500.0,2000.0,108400.0,300.0,26600.0,82200.0
nonelderly_childless_hh,percentiles_81_90,1997,109100.0,1800.0,110800.0,300.0,27600.0,83500.0
nonelderly_childless_hh,percentiles_81_90,1998,113600.0,1800.0,115400.0,300.0,28600.0,87100.0
nonelderly_childless_hh,percentiles_81_90,1999,118100.0,1600.0,119700.0,400.0,29800.0,90200.0
nonelderly_childless_hh,percentiles_81_90,2000,119800.0,1800.0,121600.0,400.0,30300.0,91700.0
nonelderly_childless_hh,percentiles_81_90,2001,117900.0,1800.0,119800.0,300.0,28300.0,91800.0
nonelderly_childless_hh,percentiles_81_90,2002,115800.0,2200.0,118000.0,500.0,27200.0,91200.0
nonelderly_childless_hh,percentiles_81_90,2003,118200.0,2100.0,120300.0,500.0,26600.0,94100.0
nonelderly_childless_hh,percentiles_81_90,2004,122100.0,2100.0,124300.0,500.0,27600.0,97200.0
nonelderly_childless_hh,percentiles_81_90,2005,125300.0,2000.0,127300.0,500.0,28500.0,99400.0
nonelderly_childless_hh,percentiles_81_90,2006,128000.0,2500.0,130600.0,600.0,29400.0,101800.0
nonelderly_childless_hh,percentiles_81_90,2007,132300.0,2000.0,134300.0,500.0,30100.0,104800.0
nonelderly_childless_hh,percentiles_81_90,2008,128900.0,2500.0,131500.0,600.0,27400.0,104700.0
nonelderly_childless_hh,percentiles_81_90,2009,124600.0,3100.0,127700.0,600.0,26000.0,102300.0
nonelderly_childless_hh,percentiles_81_90,2010,125200.0,3200.0,128400.0,600.0,27100.0,102000.0
nonelderly_childless_hh,percentiles_81_90,2011,126600.0,3000.0,129600.0,700.0,26400.0,103900.0
nonelderly_childless_hh,percentiles_81_90,2012,128600.0,3100.0,131700.0,800.0,27300.0,105100.0
nonelderly_childless_hh,percentiles_81_90,2013,131300.0,2600.0,134000.0,600.0,30400.0,104200.0
nonelderly_childless_hh,percentiles_81_90,2014,135100.0,2600.0,137700.0,1000.0,31600.0,107100.0
nonelderly_childless_hh,percentiles_91_95,1979,110300.0,1000.0,111300.0,100.0,29200.0,82100.0
nonelderly_childless_hh,percentiles_91_95,1980,108700.0,1300.0,110000.0,,29400.0,80600.0
nonelderly_childless_hh,percentiles_91_95,1981,109600.0,1200.0,110800.0,100.0,30400.0,80500.0
nonelderly_childless_hh,percentiles_91_95,1982,109300.0,1400.0,110700.0,,28100.0,82700.0
nonelderly_childless_hh,percentiles_91_95,1983,112700.0,1400.0,114200.0,100.0,27900.0,86300.0
nonelderly_childless_hh,percentiles_91_95,1984,120900.0,1500.0,122500.0,100.0,29800.0,92800.0
nonelderly_childless_hh,percentiles_91_95,1985,119400.0,1500.0,120900.0,,29700.0,91200.0
nonelderly_childless_hh,percentiles_91_95,1986,126300.0,1400.0,127600.0,100.0,31600.0,96100.0
nonelderly_childless_hh,percentiles_91_95,1987,128500.0,1300.0,129800.0,100.0,33000.0,96900.0
nonelderly_childless_hh,percentiles_91_95,1988,131500.0,1300.0,132800.0,100.0,33800.0,99000.0
nonelderly_childless_hh,percentiles_91_95,1989,132900.0,1400.0,134300.0,100.0,34100.0,100300.0
nonelderly_childless_hh,percentiles_91_95,1990,130000.0,1300.0,131400.0,100.0,33500.0,97900.0
nonelderly_childless_hh,percentiles_91_95,1991,127700.0,1600.0,129400.0,100.0,33000.0,96400.0
nonelderly_childless_hh,percentiles_91_95,1992,130500.0,1700.0,132200.0,200.0,33300.0,99100.0
nonelderly_childless_hh,percentiles_91_95,1993,131900.0,1800.0,133700.0,200.0,34000.0,99900.0
nonelderly_childless_hh,percentiles_91_95,1994,132700.0,1700.0,134400.0,200.0,34700.0,99900.0
nonelderly_childless_hh,percentiles_91_95,1995,137000.0,1600.0,138600.0,200.0,36200.0,102600.0
nonelderly_childless_hh,percentiles_91_95,1996,142600.0,1700.0,144300.0,200.0,37900.0,106600.0
nonelderly_childless_hh,percentiles_91_95,1997,147900.0,2000.0,149900.0,200.0,39600.0,110600.0
nonelderly_childless_hh,percentiles_91_95,1998,154100.0,1500.0,155600.0,200.0,41000.0,114900.0
nonelderly_childless_hh,percentiles_91_95,1999,160000.0,1600.0,161600.0,300.0,43000.0,118900.0
nonelderly_childless_hh,percentiles_91_95,2000,163700.0,1500.0,165100.0,300.0,43700.0,121700.0
nonelderly_childless_hh,percentiles_91_95,2001,159100.0,1600.0,160600.0,300.0,41200.0,119700.0
nonelderly_childless_hh,percentiles_91_95,2002,154600.0,2100.0,156700.0,300.0,38800.0,118200.0
nonelderly_childless_hh,percentiles_91_95,2003,158800.0,1800.0,160500.0,400.0,38200.0,122700.0
nonelderly_childless_hh,percentiles_91_95,2004,164000.0,1600.0,165600.0,300.0,39500.0,126400.0
nonelderly_childless_hh,percentiles_91_95,2005,172700.0,1900.0,174600.0,500.0,41800.0,133200.0
nonelderly_childless_hh,percentiles_91_95,2006,175900.0,2100.0,178000.0,500.0,42900.0,135500.0
nonelderly_childless_hh,percentiles_91_95,2007,182900.0,1800.0,184600.0,500.0,44100.0,141000.0
nonelderly_childless_hh,percentiles_91_95,2008,174500.0,1800.0,176300.0,400.0,40400.0,136300.0
nonelderly_childless_hh,percentiles_91_95,2009,169200.0,2700.0,171900.0,400.0,38500.0,133800.0
nonelderly_childless_hh,percentiles_91_95,2010,172100.0,2500.0,174600.0,400.0,40000.0,135100.0
nonelderly_childless_hh,percentiles_91_95,2011,174700.0,2800.0,177500.0,400.0,39400.0,138500.0
nonelderly_childless_hh,percentiles_91_95,2012,177300.0,2600.0,179900.0,500.0,40900.0,139600.0
nonelderly_childless_hh,percentiles_91_95,2013,182000.0,2000.0,184000.0,600.0,44900.0,139800.0
nonelderly_childless_hh,percentiles_91_95,2014,187500.0,2200.0,189600.0,700.0,47200.0,143200.0
nonelderly_childless_hh,percentiles_96_99,1979,159200.0,900.0,160200.0,100.0,44600.0,115600.0
nonelderly_childless_hh,percentiles_96_99,1980,154800.0,1100.0,155900.0,100.0,44100.0,111900.0
nonelderly_childless_hh,percentiles_96_99,1981,155000.0,1100.0,156000.0,,44400.0,111700.0
nonelderly_childless_hh,percentiles_96_99,1982,155400.0,1500.0,156900.0,100.0,40400.0,116600.0
nonelderly_childless_hh,percentiles_96_99,1983,159500.0,1500.0,160900.0,,39500.0,121500.0
nonelderly_childless_hh,percentiles_96_99,1984,174100.0,1500.0,175500.0,100.0,41900.0,133700.0
nonelderly_childless_hh,percentiles_96_99,1985,175600.0,1500.0,177100.0,100.0,43500.0,133700.0
nonelderly_childless_hh,percentiles_96_99,1986,190600.0,1600.0,192200.0,100.0,47200.0,145100.0
nonelderly_childless_hh,percentiles_96_99,1987,188300.0,1100.0,189400.0,100.0,50500.0,139000.0
nonelderly_childless_hh,percentiles_96_99,1988,195300.0,1100.0,196500.0,100.0,51300.0,145200.0
nonelderly_childless_hh,percentiles_96_99,1989,199700.0,1200.0,200800.0,100.0,52100.0,148800.0
nonelderly_childless_hh,percentiles_96_99,1990,192800.0,1400.0,194300.0,200.0,50400.0,144000.0
nonelderly_childless_hh,percentiles_96_99,1991,190400.0,1200.0,191600.0,100.0,50200.0,141600.0
nonelderly_childless_hh,percentiles_96_99,1992,195700.0,1100.0,196800.0,100.0,51900.0,145000.0
nonelderly_childless_hh,percentiles_96_99,1993,196200.0,1400.0,197700.0,100.0,53300.0,144500.0
nonelderly_childless_hh,percentiles_96_99,1994,201800.0,2000.0,203700.0,200.0,55500.0,148500.0
nonelderly_childless_hh,percentiles_96_99,1995,211600.0,1200.0,212700.0,200.0,58900.0,154000.0
nonelderly_childless_hh,percentiles_96_99,1996,219400.0,1300.0,220700.0,100.0,61300.0,159500.0
nonelderly_childless_hh,percentiles_96_99,1997,232600.0,1500.0,234100.0,300.0,65400.0,168900.0
nonelderly_childless_hh,percentiles_96_99,1998,245000.0,1400.0,246300.0,200.0,68600.0,177900.0
nonelderly_childless_hh,percentiles_96_99,1999,256500.0,1400.0,257900.0,300.0,73000.0,185200.0
nonelderly_childless_hh,percentiles_96_99,2000,263900.0,1400.0,265200.0,200.0,75400.0,190000.0
nonelderly_childless_hh,percentiles_96_99,2001,248400.0,1600.0,250000.0,300.0,68000.0,182400.0
nonelderly_childless_hh,percentiles_96_99,2002,237900.0,1700.0,239600.0,200.0,63500.0,176300.0
nonelderly_childless_hh,percentiles_96_99,2003,246200.0,1800.0,248000.0,200.0,62800.0,185500.0
nonelderly_childless_hh,percentiles_96_99,2004,259400.0,1700.0,261000.0,300.0,66700.0,194700.0
nonelderly_childless_hh,percentiles_96_99,2005,278400.0,1800.0,280200.0,400.0,72300.0,208300.0
nonelderly_childless_hh,percentiles_96_99,2006,291000.0,1700.0,292800.0,300.0,76400.0,216700.0
nonelderly_childless_hh,percentiles_96_99,2007,301400.0,1600.0,303000.0,300.0,77700.0,225600.0
nonelderly_childless_hh,percentiles_96_99,2008,278000.0,1300.0,279300.0,400.0,69600.0,210100.0
nonelderly_childless_hh,percentiles_96_99,2009,261600.0,1900.0,263500.0,400.0,64800.0,199200.0
nonelderly_childless_hh,percentiles_96_99,2010,270100.0,2300.0,272400.0,400.0,68400.0,204500.0
nonelderly_childless_hh,percentiles_96_99,2011,275300.0,2100.0,277400.0,300.0,67600.0,210100.0
nonelderly_childless_hh,percentiles_96_99,2012,289400.0,1900.0,291300.0,400.0,72800.0,218900.0
nonelderly_childless_hh,percentiles_96_99,2013,292300.0,1800.0,294100.0,400.0,78100.0,216400.0
nonelderly_childless_hh,percentiles_96_99,2014,305300.0,1900.0,307100.0,600.0,82900.0,224800.0
nonelderly_childless_hh,top_1_percent,1979,512800.0,700.0,513600.0,,179400.0,334200.0
nonelderly_childless_hh,top_1_percent,1980,498800.0,1000.0,499800.0,100.0,164700.0,335100.0
nonelderly_childless_hh,top_1_percent,1981,484800.0,900.0,485700.0,100.0,147700.0,338200.0
nonelderly_childless_hh,top_1_percent,1982,541300.0,1300.0,542600.0,100.0,147400.0,395400.0
nonelderly_childless_hh,top_1_percent,1983,544300.0,1500.0,545800.0,,146200.0,399600.0
nonelderly_childless_hh,top_1_percent,1984,615200.0,1700.0,616900.0,200.0,167000.0,450100.0
nonelderly_childless_hh,top_1_percent,1985,681000.0,1700.0,682600.0,100.0,178300.0,504300.0
nonelderly_childless_hh,top_1_percent,1986,827600.0,1100.0,828700.0,100.0,205300.0,623400.0
nonelderly_childless_hh,top_1_percent,1987,688000.0,1300.0,689300.0,200.0,209500.0,479900.0
nonelderly_childless_hh,top_1_percent,1988,881300.0,1100.0,882300.0,100.0,252800.0,629600.0
nonelderly_childless_hh,top_1_percent,1989,808400.0,1100.0,809500.0,100.0,227300.0,582300.0
nonelderly_childless_hh,top_1_percent,1990,856400.0,1600.0,858000.0,200.0,238700.0,619500.0
nonelderly_childless_hh,top_1_percent,1991,731600.0,1100.0,732700.0,300.0,215100.0,517800.0
nonelderly_childless_hh,top_1_percent,1992,828300.0,1300.0,829600.0,100.0,247100.0,582600.0
nonelderly_childless_hh,top_1_percent,1993,768500.0,1100.0,769600.0,300.0,256500.0,513400.0
nonelderly_childless_hh,top_1_percent,1994,816100.0,1500.0,817700.0,200.0,283300.0,534500.0
nonelderly_childless_hh,top_1_percent,1995,866700.0,1600.0,868300.0,100.0,302600.0,565800.0
nonelderly_childless_hh,top_1_percent,1996,963000.0,800.0,963900.0,100.0,337200.0,626800.0
nonelderly_childless_hh,top_1_percent,1997,1147800.0,800.0,1148600.0,100.0,390800.0,757900.0
nonelderly_childless_hh,top_1_percent,1998,1308600.0,1200.0,1309800.0,200.0,429900.0,880200.0
nonelderly_childless_hh,top_1_percent,1999,1316400.0,500.0,1316900.0,100.0,434100.0,883000.0
nonelderly_childless_hh,top_1_percent,2000,1418800.0,800.0,1419600.0,200.0,462600.0,957200.0
nonelderly_childless_hh,top_1_percent,2001,1113400.0,1100.0,1114500.0,200.0,360000.0,754700.0
nonelderly_childless_hh,top_1_percent,2002,970500.0,1300.0,971800.0,400.0,310100.0,662100.0
nonelderly_childless_hh,top_1_percent,2003,1024300.0,900.0,1025100.0,300.0,311400.0,714000.0
nonelderly_childless_hh,top_1_percent,2004,1243300.0,800.0,1244100.0,300.0,375400.0,869000.0
nonelderly_childless_hh,top_1_percent,2005,1589900.0,1600.0,1591500.0,400.0,483900.0,1108000.0
nonelderly_childless_hh,top_1_percent,2006,1658400.0,1500.0,1659900.0,300.0,497000.0,1163200.0
nonelderly_childless_hh,top_1_percent,2007,1593800.0,1400.0,1595200.0,300.0,455700.0,1139800.0
nonelderly_childless_hh,top_1_percent,2008,1360100.0,1200.0,1361300.0,200.0,388400.0,973100.0
nonelderly_childless_hh,top_1_percent,2009,1120100.0,1100.0,1121200.0,500.0,326600.0,795200.0
nonelderly_childless_hh,top_1_percent,2010,1194600.0,900.0,1195500.0,500.0,353000.0,842900.0
nonelderly_childless_hh,top_1_percent,2011,1200000.0,1200.0,1201200.0,700.0,351500.0,850400.0
nonelderly_childless_hh,top_1_percent,2012,1497800.0,1600.0,1499500.0,700.0,433100.0,1067100.0
nonelderly_childless_hh,top_1_percent,2013,1286500.0,1700.0,1288200.0,600.0,429800.0,859000.0
nonelderly_childless_hh,top_1_percent,2014,1429900.0,900.0,1430900.0,600.0,478200.0,953300.0
